Scan Num,Measured Voltage (V),Reference Voltage (V),Corrected Voltage (V),Current (mA),Current Error (%),Theoretical Current (mA)
4,21.6757,15.21893,10.86227,2.804253,0.7263433,-1.437758
4,22.07181,15.34748,10.99082,2.81902,0.7680642,-1.42244
4,22.4704,15.47054,11.11389,2.849731,0.3427802,-1.406894
4,22.87747,15.59212,11.23546,2.876473,0.5058713,-1.391104
4,23.28504,15.71817,11.36152,2.903804,0.8182655,-1.375058
4,23.68264,15.83127,11.47462,2.924009,0.8505251,-1.358739
4,24.09269,15.9364,11.57975,2.957511,0.595274,-1.342129
4,24.50474,16.06047,11.70381,2.981535,0.8564278,-1.325211
4,24.9148,16.15214,11.79549,3.00578,0.7772143,-1.307964
4,25.32087,16.26923,11.91258,3.034432,0.6011541,-1.290365
4,25.71548,16.37037,12.01372,3.061984,0.3591503,-1.27239
4,26.135,16.47949,12.12284,3.091224,0.6935185,-1.254012
4,26.5346,16.58512,12.22846,3.110106,0.4758638,-1.235202
4,26.9317,16.68875,12.3321,3.136628,0.4517347,-1.215927
4,27.34076,16.78541,12.42876,3.160874,0.4505243,-1.196152
4,27.76228,16.88855,12.5319,3.18409,0.3288051,-1.175839
4,28.15041,16.97674,12.62009,3.217592,0.3053696,-1.154944
4,28.56794,17.07788,12.72123,3.231992,0.5247837,-1.13342
4,28.95607,17.16308,12.80643,3.264391,0.6222797,-1.111217
4,29.38058,17.24679,12.89013,3.288123,0.4519679,-1.088276
4,29.78366,17.33,12.97334,3.317216,0.5006667,-1.064536
4,30.19372,17.42815,13.0715,3.335804,0.5162969,-1.039926
4,30.59132,17.50239,13.14573,3.3552,0.4472498,-1.014372
4,30.98891,17.57663,13.21997,3.377388,0.4299221,-0.9877881
4,31.41492,17.66133,13.30468,3.402808,0.6452323,-0.9600817
4,31.79508,17.75351,13.39685,3.429257,0.4337033,-0.9311498
4,32.2146,17.82625,13.46959,3.449388,0.5863281,-0.9008783
4,32.61619,17.90049,13.54383,3.484287,0.5382571,-0.8691416
4,33.02176,17.97822,13.62156,3.506694,0.617726,-0.8357995
